#FORMAT=WebAnno TSV 3.1
#T_SP=webanno.custom.Segmentstructural|Category
#T_SP=webanno.custom.EXT|SEG


#Text=A reinforcing structural material ( 1 ) comprising a plurality of fibre cords ( 3 ) , each comprising a plurality of fibres ( 2 ) , formed into a braid ( 4 ) , characterised in that the braid ( 4 ) is impregnated with a bonding agent ( 5 ) .
1-1	0-1	A	INVENTION[1]	INVENTION[1]	
1-2	2-13	reinforcing	INVENTION[1]	INVENTION[1]	
1-3	14-24	structural	INVENTION[1]	INVENTION[1]	
1-4	25-33	material	INVENTION[1]	INVENTION[1]	
1-5	34-35	(	INVENTION[1]|FIGURE\_REF[2]	INVENTION[1]|FIGURE\_REF[2]	
1-6	36-37	1	INVENTION[1]|FIGURE\_REF[2]	INVENTION[1]|FIGURE\_REF[2]	
1-7	38-39	)	INVENTION[1]|FIGURE\_REF[2]	INVENTION[1]|FIGURE\_REF[2]	
1-8	40-50	comprising	REQT\[1\][3]	COMPOSITION[3]|DETAIL\_START[4]	
1-9	51-52	a	REQT\[1\][3]	COMPOSITION[3]|INVENTION\_OBJ[5]	
1-10	53-62	plurality	REQT\[1\][3]	COMPOSITION[3]|INVENTION\_OBJ[5]	
1-11	63-65	of	REQT\[1\][3]	COMPOSITION[3]|INVENTION\_OBJ[5]	
1-12	66-71	fibre	REQT\[1\][3]	COMPOSITION[3]|INVENTION\_OBJ[5]	
1-13	72-77	cords	REQT\[1\][3]	COMPOSITION[3]|INVENTION\_OBJ[5]	
1-14	78-79	(	REQT\[1\][3]|FIGURE\_REF[4]	COMPOSITION[3]|INVENTION\_OBJ[5]|FIGURE\_REF[6]	
1-15	80-81	3	REQT\[1\][3]|FIGURE\_REF[4]	COMPOSITION[3]|INVENTION\_OBJ[5]|FIGURE\_REF[6]	
1-16	82-83	)	REQT\[1\][3]|FIGURE\_REF[4]	COMPOSITION[3]|INVENTION\_OBJ[5]|FIGURE\_REF[6]	
1-17	84-85	,	_	COMPOSITION[3]|INVENTION\_OBJ[5]	
1-18	86-90	each	REQT\[2\][5]	COMPOSITION[3]|INVENTION\_OBJ[5]|COMPOSITION[7]	
1-19	91-101	comprising	REQT\[2\][5]	COMPOSITION[3]|INVENTION\_OBJ[5]|COMPOSITION[7]	
1-20	102-103	a	REQT\[2\][5]	COMPOSITION[3]|INVENTION\_OBJ[5]|COMPOSITION[7]|INVENTION\_OBJ[8]	
1-21	104-113	plurality	REQT\[2\][5]	COMPOSITION[3]|INVENTION\_OBJ[5]|COMPOSITION[7]|INVENTION\_OBJ[8]	
1-22	114-116	of	REQT\[2\][5]	COMPOSITION[3]|INVENTION\_OBJ[5]|COMPOSITION[7]|INVENTION\_OBJ[8]	
1-23	117-123	fibres	REQT\[2\][5]	COMPOSITION[3]|INVENTION\_OBJ[5]|COMPOSITION[7]|INVENTION\_OBJ[8]	
