#FORMAT=WebAnno TSV 3.1
#T_SP=webanno.custom.Segmentstructural|Category
#T_SP=webanno.custom.EXT|SEG


#Text=A method for acknowledgement of information transmitted by a transmitting device ( A ) in a shop data system to a plurality of electronic label/information modules ( B1-B10 ) comprising the steps of : transmitting information including address and data from said transmitting device ( A ) ; decoding said information at at least one electronic label/information module ( B5 ) of said plurality of electronic label/information modules ( B1-B10 ) ; generating at , and transmitting from , said at least one electronic label/information module ( B5 ) an acknowledgement signal when said information is correctly decoded ; the method being characterised by the steps of : switching at least one other electronic label/information module of said plurality of electronic label/information modules ( B1-4 , B6-10 ) to a repeater mode ; and repeating said acknowledgement signal at said at least one other electronic label/information module ( s ) ( B1-4 , B6-10 ) when in said repeater mode .
1-1	0-1	A	INVENTION[1]	INVENTION[1]	
1-2	2-8	method	INVENTION[1]	INVENTION[1]	
1-3	9-12	for	INVENTION[1]	FUNCTION[2]	
1-4	13-28	acknowledgement	INVENTION[1]	FUNCTION[2]	
1-5	29-31	of	INVENTION[1]	FUNCTION[2]	
1-6	32-43	information	INVENTION[1]	FUNCTION[2]	
1-7	44-55	transmitted	INVENTION[1]	FUNCTION[2]	
1-8	56-58	by	INVENTION[1]	FUNCTION[2]	
1-9	59-60	a	INVENTION[1]	FUNCTION[2]	
1-10	61-73	transmitting	INVENTION[1]	FUNCTION[2]	
1-11	74-80	device	INVENTION[1]	FUNCTION[2]	
1-12	81-82	(	INVENTION[1]|FIGURE\_REF[2]	FUNCTION[2]	
1-13	83-84	A	INVENTION[1]|FIGURE\_REF[2]	FUNCTION[2]	
1-14	85-86	)	INVENTION[1]|FIGURE\_REF[2]	FUNCTION[2]	
1-15	87-89	in	INVENTION[1]	FUNCTION[2]	
1-16	90-91	a	INVENTION[1]	FUNCTION[2]	
1-17	92-96	shop	INVENTION[1]	FUNCTION[2]	
1-18	97-101	data	INVENTION[1]	FUNCTION[2]	
1-19	102-108	system	INVENTION[1]	FUNCTION[2]	
1-20	109-111	to	INVENTION[1]	FUNCTION[2]	
1-21	112-113	a	INVENTION[1]	FUNCTION[2]	
1-22	114-123	plurality	INVENTION[1]	FUNCTION[2]	
1-23	124-126	of	INVENTION[1]	FUNCTION[2]	
1-24	127-137	electronic	INVENTION[1]	FUNCTION[2]	
1-25	138-155	label/information	INVENTION[1]	FUNCTION[2]	
1-26	156-163	modules	INVENTION[1]	FUNCTION[2]	
1-27	164-165	(	INVENTION[1]|FIGURE\_REF[3]	FUNCTION[2]	
1-28	166-172	B1-B10	INVENTION[1]|FIGURE\_REF[3]	FUNCTION[2]	
1-29	173-174	)	INVENTION[1]|FIGURE\_REF[3]	FUNCTION[2]	
1-30	175-185	comprising	REQT\[1\][4]	DETAIL\_START[3]	
1-31	186-189	the	REQT\[1\][4]	DETAIL\_START[3]	
1-32	190-195	steps	REQT\[1\][4]	DETAIL\_START[3]	
1-33	196-198	of	REQT\[1\][4]	DETAIL\_START[3]	
1-34	199-200	:	REQT\[1\][4]	DETAIL\_START[3]	
1-35	201-213	transmitting	REQT\[1\][4]	COMPOSITION[4]	
1-36	214-225	information	REQT\[1\][4]	COMPOSITION[4]	
1-37	226-235	including	REQT\[1\][4]	COMPOSITION[4]	
1-38	236-243	address	REQT\[1\][4]	COMPOSITION[4]	
1-39	244-247	and	REQT\[1\][4]	COMPOSITION[4]	
1-40	248-252	data	REQT\[1\][4]	COMPOSITION[4]	
1-41	253-257	from	REQT\[1\][4]	COMPOSITION[4]	
1-42	258-262	said	REQT\[1\][4]	COMPOSITION[4]	
1-43	263-275	transmitting	REQT\[1\][4]	COMPOSITION[4]	
1-44	276-282	device	REQT\[1\][4]	COMPOSITION[4]	
1-45	283-284	(	REQT\[1\][4]|FIGURE\_REF[5]	COMPOSITION[4]	
1-46	285-286	A	REQT\[1\][4]|FIGURE\_REF[5]	COMPOSITION[4]	
1-47	287-288	)	REQT\[1\][4]|FIGURE\_REF[5]	COMPOSITION[4]	
1-48	289-290	;	REQT\[1\][4]	COMPOSITION[4]	
1-49	291-299	decoding	REQT\[1\][6]	COMPOSITION[5]	
1-50	300-304	said	REQT\[1\][6]	COMPOSITION[5]	
1-51	305-316	information	REQT\[1\][6]	COMPOSITION[5]	
1-52	317-319	at	REQT\[1\][6]	COMPOSITION[5]	
1-53	320-322	at	REQT\[1\][6]	COMPOSITION[5]	
1-54	323-328	least	REQT\[1\][6]	COMPOSITION[5]	
1-55	329-332	one	REQT\[1\][6]	COMPOSITION[5]	
