#FORMAT=WebAnno TSV 3.1
#T_SP=webanno.custom.Segmentstructural|Category
#T_SP=webanno.custom.EXT|SEG


#Text=A paging system comprising : terminal receiving means ( 10 ) for receiving a message comprising a plurality of encoded ideographical characters ; determining means ( 86 ) coupled to the terminal receiving means ( 10 ) for determining whether each of the encoded ideographical characters corresponds to one character of a universal character set , the determining means further determines whether each encoded ideographical character not found within the universal character set corresponds to a replaceable ideographical character or is a non-replaceable ideographical character according to the universal character set ; replacement means ( 94 ) for replacing each replaceable character as determined by the determining means with a replacement character ; code converting means ( 88 ) for converting the encoded ideographical characters found within the universal character set and the replacement characters to a first code ; and transmitting means ( 36 ) for transmitting said first code and the non-replaceable ideographical characters to at least one selective call receiver ( 34 ) at a remote location ; the selective call receiver ( 34 ) , comprising : receiving means ( 36 ) for receiving said first code and said non-replaceable characters ; decoding means ( 52 ) , coupled to said receiving means ( 36 ) , for decoding said first code to produce the ideographical characters encoded therein , said decoding means ( 52 ) comprising a replacing means ( 144 ) for replacing the decoded non-replaceable ideographical character with a predetermined character symbol ; and display means ( 58 ) for displaying the decoded ideographical characters and the pre-determined character symbol .
1-1	0-1	A	INVENTION[1]	INVENTION[1]	
1-2	2-8	paging	INVENTION[1]	INVENTION[1]	
1-3	9-15	system	INVENTION[1]	INVENTION[1]	
1-4	16-26	comprising	REQT\[1\][2]	DETAIL\_START[2]	
1-5	27-28	:	REQT\[1\][2]	DETAIL\_START[2]	
1-6	29-37	terminal	REQT\[1\][2]	COMPOSITION[3]|INVENTION\_OBJ[4]	
1-7	38-47	receiving	REQT\[1\][2]	COMPOSITION[3]|INVENTION\_OBJ[4]	
1-8	48-53	means	REQT\[1\][2]	COMPOSITION[3]|INVENTION\_OBJ[4]	
1-9	54-55	(	REQT\[1\][2]|FIGURE\_REF[3]	COMPOSITION[3]|INVENTION\_OBJ[4]|FIGURE\_REF[5]	
1-10	56-58	10	REQT\[1\][2]|FIGURE\_REF[3]	COMPOSITION[3]|INVENTION\_OBJ[4]|FIGURE\_REF[5]	
1-11	59-60	)	REQT\[1\][2]|FIGURE\_REF[3]	COMPOSITION[3]|INVENTION\_OBJ[4]|FIGURE\_REF[5]	
1-12	61-64	for	REQT\[1\][2]	COMPOSITION[3]|INVENTION\_OBJ[4]|OBJ\_FUNCTION[6]	
1-13	65-74	receiving	REQT\[1\][2]	COMPOSITION[3]|INVENTION\_OBJ[4]|OBJ\_FUNCTION[6]	
1-14	75-76	a	REQT\[1\][2]	COMPOSITION[3]|INVENTION\_OBJ[4]|OBJ\_FUNCTION[6]	
1-15	77-84	message	REQT\[1\][2]	COMPOSITION[3]|INVENTION\_OBJ[4]|OBJ\_FUNCTION[6]	
1-16	85-95	comprising	REQT\[1\][2]	COMPOSITION[3]|INVENTION\_OBJ[4]|OBJ\_FUNCTION[6]	
1-17	96-97	a	REQT\[1\][2]	COMPOSITION[3]|INVENTION\_OBJ[4]|OBJ\_FUNCTION[6]	
1-18	98-107	plurality	REQT\[1\][2]	COMPOSITION[3]|INVENTION\_OBJ[4]|OBJ\_FUNCTION[6]	
1-19	108-110	of	REQT\[1\][2]	COMPOSITION[3]|INVENTION\_OBJ[4]|OBJ\_FUNCTION[6]	
1-20	111-118	encoded	REQT\[1\][2]	COMPOSITION[3]|INVENTION\_OBJ[4]|OBJ\_FUNCTION[6]	
1-21	119-132	ideographical	REQT\[1\][2]	COMPOSITION[3]|INVENTION\_OBJ[4]|OBJ\_FUNCTION[6]	
1-22	133-143	characters	REQT\[1\][2]	COMPOSITION[3]|INVENTION\_OBJ[4]|OBJ\_FUNCTION[6]	
1-23	144-145	;	REQT\[1\][2]	COMPOSITION[3]	
1-24	146-157	determining	REQT\[1\][4]	COMPOSITION[7]|INVENTION\_OBJ[8]	
1-25	158-163	means	REQT\[1\][4]	COMPOSITION[7]|INVENTION\_OBJ[8]	
1-26	164-165	(	REQT\[1\][4]|FIGURE\_REF[5]	COMPOSITION[7]|INVENTION\_OBJ[8]|FIGURE\_REF[9]	
1-27	166-168	86	REQT\[1\][4]|FIGURE\_REF[5]	COMPOSITION[7]|INVENTION\_OBJ[8]|FIGURE\_REF[9]	
1-28	169-170	)	REQT\[1\][4]|FIGURE\_REF[5]	COMPOSITION[7]|INVENTION\_OBJ[8]|FIGURE\_REF[9]	
1-29	171-178	coupled	REQT\[1\][4]	COMPOSITION[7]|INVENTION\_OBJ[8]	
1-30	179-181	to	REQT\[1\][4]	COMPOSITION[7]|INVENTION\_OBJ[8]	
1-31	182-185	the	REQT\[1\][4]	COMPOSITION[7]|INVENTION\_OBJ[8]|CLAIM\_OBJ[10]	
1-32	186-194	terminal	REQT\[1\][4]	COMPOSITION[7]|INVENTION\_OBJ[8]|CLAIM\_OBJ[10]	
1-33	195-204	receiving	REQT\[1\][4]	COMPOSITION[7]|INVENTION\_OBJ[8]|CLAIM\_OBJ[10]	
1-34	205-210	means	REQT\[1\][4]	COMPOSITION[7]|INVENTION\_OBJ[8]|CLAIM\_OBJ[10]	
