#FORMAT=WebAnno TSV 3.1
#T_SP=webanno.custom.Segmentstructural|Category
#T_SP=webanno.custom.EXT|SEG


#Text=A stepping motor control system , which comprises signal generation means ( 101 ) for outputting a control signal for driving a stepping motor to driving means ( 105 , 106 ) for driving said stepping motor , and outputting pulses , whose duties are set in correspondence with a plurality of periods obtained by dividing the one step driving time of said stepping motor , to said driving means , wherein said system comprises a PWM unit ( 2 ) for generating a PWM signal corresponding to a duty ratio and a low-pass filter ( 104a , 104b ) for receiving a PWM signal from said PWM unit ( 102 ) , and converting staircase voltage levels represented by a changing duty ratio of the PWM signal into a smooth , substantially continuous voltage signal , and said driving means ( 105 , 106 ) comprises an arbitrary current value setting type constant current driving circuit ( 105 ) , which receives the voltage signal from said low-pass filter ( 104a , 104b ) , excites an excitation coil ( 107a , 107b , 107c , 107d ) of said stepping motor ( 5013 ) by a current value set in correspondence with the voltage signal , and maintains the current value set in correspondence with the voltage of the voltage signal .
1-1	0-1	A	INVENTION[1]	INVENTION[1]	
1-2	2-10	stepping	INVENTION[1]	INVENTION[1]	
1-3	11-16	motor	INVENTION[1]	INVENTION[1]	
1-4	17-24	control	INVENTION[1]	INVENTION[1]	
1-5	25-31	system	INVENTION[1]	INVENTION[1]	
1-6	32-33	,	_	_	
1-7	34-39	which	REQT\[1\][2]	DETAIL\_START[2]	
1-8	40-49	comprises	REQT\[1\][2]	DETAIL\_START[2]	
1-9	50-56	signal	REQT\[1\][2]	COMPOSITION[3]	
1-10	57-67	generation	REQT\[1\][2]	COMPOSITION[3]	
1-11	68-73	means	REQT\[1\][2]	COMPOSITION[3]	
1-12	74-75	(	REQT\[1\][2]|FIGURE\_REF[3]	COMPOSITION[3]	
1-13	76-79	101	REQT\[1\][2]|FIGURE\_REF[3]	COMPOSITION[3]	
1-14	80-81	)	REQT\[1\][2]|FIGURE\_REF[3]	COMPOSITION[3]	
1-15	82-85	for	REQT\[1\][2]	COMPOSITION[3]	
1-16	86-96	outputting	REQT\[1\][2]	COMPOSITION[3]	
1-17	97-98	a	REQT\[1\][2]	COMPOSITION[3]	
1-18	99-106	control	REQT\[1\][2]	COMPOSITION[3]	
1-19	107-113	signal	REQT\[1\][2]	COMPOSITION[3]	
1-20	114-117	for	REQT\[1\][2]	COMPOSITION[3]	
1-21	118-125	driving	REQT\[1\][2]	COMPOSITION[3]	
1-22	126-127	a	REQT\[1\][2]	COMPOSITION[3]	
1-23	128-136	stepping	REQT\[1\][2]	COMPOSITION[3]	
1-24	137-142	motor	REQT\[1\][2]	COMPOSITION[3]	
1-25	143-145	to	REQT\[1\][2]	COMPOSITION[3]	
1-26	146-153	driving	REQT\[1\][2]	COMPOSITION[3]	
1-27	154-159	means	REQT\[1\][2]	COMPOSITION[3]	
1-28	160-161	(	REQT\[1\][2]|FIGURE\_REF[4]	COMPOSITION[3]	
1-29	162-165	105	REQT\[1\][2]|FIGURE\_REF[4]	COMPOSITION[3]	
1-30	166-167	,	REQT\[1\][2]|FIGURE\_REF[4]	COMPOSITION[3]	
1-31	168-171	106	REQT\[1\][2]|FIGURE\_REF[4]	COMPOSITION[3]	
