#FORMAT=WebAnno TSV 3.1
#T_SP=webanno.custom.Segmentstructural|Category
#T_SP=webanno.custom.EXT|SEG


#Text=A moving body discriminator for discriminating the movement of a moving body , comprising data processing means ( 100 ) arranged to output a communication command onto a serial token bus system ; a plurality of control means ( 101-10N ) , each of which is connected to said data processing means ( 100 ) through said serial token bus system and arranged to input said communication command from said data processing means when designated and to subsequently output a predetermined instruction ; a plurality of antennas ( 111-11N ) , each of which is connected to a corresponding one of said plurality of control means ( 101-10N ) and arranged to input said predetermined instruction from said corresponding one of said plurality of control means and to subsequently output the same for spatial transmission ; and responding means ( 120 ) provided with the moving body to be discriminated and arranged to input said predetermined instruction received from one of said antennas by spatial transmission and to subsequently output a response signal to said one of said antennas which has output said predetermined instruction ; characterized in that said plurality of control means ( 101-10N ) is arranged to sequentially operate said plurality of antennas ( 111-11N ) in a predetermined order so as to communicate with said responding means ( 120 ) ; and each of said antennas ( 111-11N ) is arranged to measure a communication time from reception of an instruction from said corresponding one of said plurality of control means to reception of said response signal from said responding means ( 120 ) , to statistically process maximum , minimum and average values of said measured communication time , to record said present , maximum , minimum and average values , and , based thereon , to confirm an operating state of an application operating system in which the movement of a moving body is to be discriminated .
1-1	0-1	A	INVENTION[1]	INVENTION[1]	
1-2	2-8	moving	INVENTION[1]	INVENTION[1]	
1-3	9-13	body	INVENTION[1]	INVENTION[1]	
1-4	14-27	discriminator	INVENTION[1]	INVENTION[1]	
1-5	28-31	for	INVENTION[1]	FUNCTION[2]	
1-6	32-46	discriminating	INVENTION[1]	FUNCTION[2]	
1-7	47-50	the	INVENTION[1]	FUNCTION[2]	
1-8	51-59	movement	INVENTION[1]	FUNCTION[2]	
1-9	60-62	of	INVENTION[1]	FUNCTION[2]	
1-10	63-64	a	INVENTION[1]	FUNCTION[2]	
1-11	65-71	moving	INVENTION[1]	FUNCTION[2]	
1-12	72-76	body	INVENTION[1]	FUNCTION[2]	
1-13	77-78	,	_	_	
1-14	79-89	comprising	REQT\[1\][2]	DETAIL\_START	
1-15	90-94	data	REQT\[1\][2]	COMPOSITION[4]	
1-16	95-105	processing	REQT\[1\][2]	COMPOSITION[4]	
1-17	106-111	means	REQT\[1\][2]	COMPOSITION[4]	
1-18	112-113	(	REQT\[1\][2]|FIGURE\_REF[3]	COMPOSITION[4]	
1-19	114-117	100	REQT\[1\][2]|FIGURE\_REF[3]	COMPOSITION[4]	
1-20	118-119	)	REQT\[1\][2]|FIGURE\_REF[3]	COMPOSITION[4]	
1-21	120-128	arranged	REQT\[1\][2]	COMPOSITION[4]	
1-22	129-131	to	REQT\[1\][2]	COMPOSITION[4]	
1-23	132-138	output	REQT\[1\][2]	COMPOSITION[4]	
1-24	139-140	a	REQT\[1\][2]	COMPOSITION[4]	
1-25	141-154	communication	REQT\[1\][2]	COMPOSITION[4]	
1-26	155-162	command	REQT\[1\][2]	COMPOSITION[4]	
1-27	163-167	onto	REQT\[1\][2]	COMPOSITION[4]	
1-28	168-169	a	REQT\[1\][2]	COMPOSITION[4]	
1-29	170-176	serial	REQT\[1\][2]	COMPOSITION[4]	
1-30	177-182	token	REQT\[1\][2]	COMPOSITION[4]	
1-31	183-186	bus	REQT\[1\][2]	COMPOSITION[4]	
1-32	187-193	system	REQT\[1\][2]	COMPOSITION[4]	
1-33	194-195	;	REQT\[1\][2]	COMPOSITION[4]	
1-34	196-197	a	REQT\[1\][4]	COMPOSITION[5]	
1-35	198-207	plurality	REQT\[1\][4]	COMPOSITION[5]	
1-36	208-210	of	REQT\[1\][4]	COMPOSITION[5]	
1-37	211-218	control	REQT\[1\][4]	COMPOSITION[5]	
1-38	219-224	means	REQT\[1\][4]	COMPOSITION[5]	
1-39	225-226	(	REQT\[1\][4]|FIGURE\_REF[5]	COMPOSITION[5]	
1-40	227-234	101-10N	REQT\[1\][4]|FIGURE\_REF[5]	COMPOSITION[5]	
1-41	235-236	)	REQT\[1\][4]|FIGURE\_REF[5]	COMPOSITION[5]	
1-42	237-238	,	_	COMPOSITION[5]	
1-43	239-243	each	REQT\[2\][6]	COMPOSITION[5]	
1-44	244-246	of	REQT\[2\][6]	COMPOSITION[5]	
1-45	247-252	which	REQT\[2\][6]	COMPOSITION[5]	
1-46	253-255	is	REQT\[2\][6]	COMPOSITION[5]	
1-47	256-265	connected	REQT\[2\][6]	COMPOSITION[5]	
1-48	266-268	to	REQT\[2\][6]	COMPOSITION[5]	
1-49	269-273	said	REQT\[2\][6]	COMPOSITION[5]	
