#FORMAT=WebAnno TSV 3.1
#T_SP=webanno.custom.Segmentstructural|Category
#T_SP=webanno.custom.EXT|SEG


#Text=A bioreactor which comprises : a ) an elongate housing defining a central axis ; b ) a plurality of elongate hollow filaments each positioned within the housing substantially parallel to the central axis and defining an extrafilamentary space within the housing , each of the hollow filaments formed of a material which allows molecular transport therethrough ; c ) a cell population positioned within the housing , the cell population occupying the extrafilamentary space and comprising living cells ; d ) a filament inlet port and a filament outlet port , said ports communicating through the hollow filaments to define a filament flow path ; e ) a housing inlet port and a housing outlet port , said ports communicating through a cell population to define an extrafilament flow path , the extrafilament flow path being isolated from the filament flow path such that a material in one path may enter the other path only by molecular transport through the material comprising the hollow filaments ; and f ) a hydrogel plug positioned in the extrafilament flow path to maintain a uniform flow across the extrafilament flow path , the plug positioned in the region of the housing at which the housing outlet port is located or a short distance into the extrafilamentary space toward the housing inlet port , and the plug being formed by introducing a volume of gellable material into the extrafilamentary space within the housing and gelling the gellable material .
1-1	0-1	A	INVENTION[1]	INVENTION[1]	
1-2	2-12	bioreactor	INVENTION[1]	INVENTION[1]	
1-3	13-18	which	REQT\[1\][2]	DETAIL\_START[2]	
1-4	19-28	comprises	REQT\[1\][2]	DETAIL\_START[2]	
1-5	29-30	:	REQT\[1\][2]	DETAIL\_START[2]	
1-6	31-32	a	REQT\[1\][2]	COMPOSITION[3]	
1-7	33-34	)	REQT\[1\][2]	COMPOSITION[3]	
1-8	35-37	an	REQT\[1\][2]	COMPOSITION[3]	
1-9	38-46	elongate	REQT\[1\][2]	COMPOSITION[3]	
1-10	47-54	housing	REQT\[1\][2]	COMPOSITION[3]	
1-11	55-63	defining	REQT\[1\][2]	COMPOSITION[3]	
1-12	64-65	a	REQT\[1\][2]	COMPOSITION[3]	
1-13	66-73	central	REQT\[1\][2]	COMPOSITION[3]	
1-14	74-78	axis	REQT\[1\][2]	COMPOSITION[3]	
1-15	79-80	;	REQT\[1\][2]	COMPOSITION[3]	
1-16	81-82	b	REQT\[1\][3]	COMPOSITION[4]	
1-17	83-84	)	REQT\[1\][3]	COMPOSITION[4]	
1-18	85-86	a	REQT\[1\][3]	COMPOSITION[4]	
1-19	87-96	plurality	REQT\[1\][3]	COMPOSITION[4]	
1-20	97-99	of	REQT\[1\][3]	COMPOSITION[4]	
1-21	100-108	elongate	REQT\[1\][3]	COMPOSITION[4]	
1-22	109-115	hollow	REQT\[1\][3]	COMPOSITION[4]	
1-23	116-125	filaments	REQT\[1\][3]	COMPOSITION[4]	
1-24	126-130	each	REQT\[2\][4]	COMPOSITION[4]	
1-25	131-141	positioned	REQT\[2\][4]	COMPOSITION[4]	
1-26	142-148	within	REQT\[2\][4]	COMPOSITION[4]	
1-27	149-152	the	REQT\[2\][4]	COMPOSITION[4]	
1-28	153-160	housing	REQT\[2\][4]	COMPOSITION[4]	
1-29	161-174	substantially	REQT\[2\][4]	COMPOSITION[4]	
1-30	175-183	parallel	REQT\[2\][4]	COMPOSITION[4]	
1-31	184-186	to	REQT\[2\][4]	COMPOSITION[4]	
1-32	187-190	the	REQT\[2\][4]	COMPOSITION[4]	
1-33	191-198	central	REQT\[2\][4]	COMPOSITION[4]	
1-34	199-203	axis	REQT\[2\][4]	COMPOSITION[4]	
1-35	204-207	and	REQT\[2\][4]	COMPOSITION[4]	
1-36	208-216	defining	REQT\[2\][4]	COMPOSITION[4]	
1-37	217-219	an	REQT\[2\][4]	COMPOSITION[4]	
1-38	220-236	extrafilamentary	REQT\[2\][4]	COMPOSITION[4]	
1-39	237-242	space	REQT\[2\][4]	COMPOSITION[4]	
1-40	243-249	within	REQT\[2\][4]	COMPOSITION[4]	
1-41	250-253	the	REQT\[2\][4]	COMPOSITION[4]	
1-42	254-261	housing	REQT\[2\][4]	COMPOSITION[4]	
1-43	262-263	,	_	COMPOSITION[4]	
1-44	264-268	each	REQT\[2\][5]	COMPOSITION[4]	
1-45	269-271	of	REQT\[2\][5]	COMPOSITION[4]	
1-46	272-275	the	REQT\[2\][5]	COMPOSITION[4]	
1-47	276-282	hollow	REQT\[2\][5]	COMPOSITION[4]	
1-48	283-292	filaments	REQT\[2\][5]	COMPOSITION[4]	
1-49	293-299	formed	REQT\[2\][5]	COMPOSITION[4]	
1-50	300-302	of	REQT\[2\][5]	COMPOSITION[4]	
1-51	303-304	a	REQT\[2\][5]	COMPOSITION[4]	
1-52	305-313	material	REQT\[2\][5]	COMPOSITION[4]	
1-53	314-319	which	REQT\[2\][5]	COMPOSITION[4]	
1-54	320-326	allows	REQT\[2\][5]	COMPOSITION[4]	
1-55	327-336	molecular	REQT\[2\][5]	COMPOSITION[4]	
1-56	337-346	transport	REQT\[2\][5]	COMPOSITION[4]	
1-57	347-359	therethrough	REQT\[2\][5]	COMPOSITION[4]	
1-58	360-361	;	REQT\[2\][5]	COMPOSITION[4]	
1-59	362-363	c	REQT\[1\][6]	COMPOSITION[5]	
1-60	364-365	)	REQT\[1\][6]	COMPOSITION[5]	
1-61	366-367	a	REQT\[1\][6]	COMPOSITION[5]	
1-62	368-372	cell	REQT\[1\][6]	COMPOSITION[5]	
1-63	373-383	population	REQT\[1\][6]	COMPOSITION[5]	
1-64	384-394	positioned	REQT\[1\][6]	COMPOSITION[5]	
1-65	395-401	within	REQT\[1\][6]	COMPOSITION[5]	
1-66	402-405	the	REQT\[1\][6]	COMPOSITION[5]	
1-67	406-413	housing	REQT\[1\][6]	COMPOSITION[5]	
1-68	414-415	,	_	COMPOSITION[5]	
1-69	416-419	the	REQT\[2\][7]	COMPOSITION[5]	
1-70	420-424	cell	REQT\[2\][7]	COMPOSITION[5]	
1-71	425-435	population	REQT\[2\][7]	COMPOSITION[5]	
1-72	436-445	occupying	REQT\[2\][7]	COMPOSITION[5]	
1-73	446-449	the	REQT\[2\][7]	COMPOSITION[5]	
1-74	450-466	extrafilamentary	REQT\[2\][7]	COMPOSITION[5]	
1-75	467-472	space	REQT\[2\][7]	COMPOSITION[5]	
1-76	473-476	and	REQT\[2\][7]	COMPOSITION[5]	
1-77	477-487	comprising	REQT\[2\][7]	COMPOSITION[5]	
1-78	488-494	living	REQT\[2\][7]	COMPOSITION[5]	
1-79	495-500	cells	REQT\[2\][7]	COMPOSITION[5]	
1-80	501-502	;	REQT\[2\][7]	COMPOSITION[5]	
1-81	503-504	d	REQT\[1\][8]	COMPOSITION[6]	
1-82	505-506	)	REQT\[1\][8]	COMPOSITION[6]	
1-83	507-508	a	REQT\[1\][8]	COMPOSITION[6]	
1-84	509-517	filament	REQT\[1\][8]	COMPOSITION[6]	
1-85	518-523	inlet	REQT\[1\][8]	COMPOSITION[6]	
1-86	524-528	port	REQT\[1\][8]	COMPOSITION[6]	
1-87	529-532	and	REQT\[1\][8]	COMPOSITION[6]	
1-88	533-534	a	REQT\[1\][8]	COMPOSITION[6]	
1-89	535-543	filament	REQT\[1\][8]	COMPOSITION[6]	
1-90	544-550	outlet	REQT\[1\][8]	COMPOSITION[6]	
1-91	551-555	port	REQT\[1\][8]	COMPOSITION[6]	
1-92	556-557	,	_	COMPOSITION[6]	
1-93	558-562	said	REQT\[2\][9]	COMPOSITION[6]	
1-94	563-568	ports	REQT\[2\][9]	COMPOSITION[6]	
1-95	569-582	communicating	REQT\[2\][9]	COMPOSITION[6]	
1-96	583-590	through	REQT\[2\][9]	COMPOSITION[6]	
1-97	591-594	the	REQT\[2\][9]	COMPOSITION[6]	
1-98	595-601	hollow	REQT\[2\][9]	COMPOSITION[6]	
1-99	602-611	filaments	REQT\[2\][9]	COMPOSITION[6]	
1-100	612-614	to	REQT\[2\][9]	COMPOSITION[6]	
1-101	615-621	define	REQT\[2\][9]	COMPOSITION[6]	
1-102	622-623	a	REQT\[2\][9]	COMPOSITION[6]	
1-103	624-632	filament	REQT\[2\][9]	COMPOSITION[6]	
1-104	633-637	flow	REQT\[2\][9]	COMPOSITION[6]	
1-105	638-642	path	REQT\[2\][9]	COMPOSITION[6]	
1-106	643-644	;	REQT\[2\][9]	COMPOSITION[6]	
1-107	645-646	e	REQT\[1\][10]	COMPOSITION[7]	
1-108	647-648	)	REQT\[1\][10]	COMPOSITION[7]	
1-109	649-650	a	REQT\[1\][10]	COMPOSITION[7]	
1-110	651-658	housing	REQT\[1\][10]	COMPOSITION[7]	
1-111	659-664	inlet	REQT\[1\][10]	COMPOSITION[7]	
1-112	665-669	port	REQT\[1\][10]	COMPOSITION[7]	
1-113	670-673	and	REQT\[1\][10]	COMPOSITION[7]	
1-114	674-675	a	REQT\[1\][10]	COMPOSITION[7]	
1-115	676-683	housing	REQT\[1\][10]	COMPOSITION[7]	
1-116	684-690	outlet	REQT\[1\][10]	COMPOSITION[7]	
1-117	691-695	port	REQT\[1\][10]	COMPOSITION[7]	
1-118	696-697	,	_	COMPOSITION[7]	
1-119	698-702	said	REQT\[2\][11]	COMPOSITION[7]	
1-120	703-708	ports	REQT\[2\][11]	COMPOSITION[7]	
1-121	709-722	communicating	REQT\[2\][11]	COMPOSITION[7]	
1-122	723-730	through	REQT\[2\][11]	COMPOSITION[7]	
1-123	731-732	a	REQT\[2\][11]	COMPOSITION[7]	
1-124	733-737	cell	REQT\[2\][11]	COMPOSITION[7]	
1-125	738-748	population	REQT\[2\][11]	COMPOSITION[7]	
1-126	749-751	to	REQT\[2\][11]	COMPOSITION[7]	
1-127	752-758	define	REQT\[2\][11]	COMPOSITION[7]	
1-128	759-761	an	REQT\[2\][11]	COMPOSITION[7]	
1-129	762-775	extrafilament	REQT\[2\][11]	COMPOSITION[7]	
1-130	776-780	flow	REQT\[2\][11]	COMPOSITION[7]	
1-131	781-785	path	REQT\[2\][11]	COMPOSITION[7]	
1-132	786-787	,	_	COMPOSITION[7]	
1-133	788-791	the	REQT\[3\][12]	COMPOSITION[7]	
1-134	792-805	extrafilament	REQT\[3\][12]	COMPOSITION[7]	
1-135	806-810	flow	REQT\[3\][12]	COMPOSITION[7]	
1-136	811-815	path	REQT\[3\][12]	COMPOSITION[7]	
1-137	816-821	being	REQT\[3\][12]	COMPOSITION[7]	
1-138	822-830	isolated	REQT\[3\][12]	COMPOSITION[7]	
1-139	831-835	from	REQT\[3\][12]	COMPOSITION[7]	
1-140	836-839	the	REQT\[3\][12]	COMPOSITION[7]	
